,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
p[7804],0.86,0.01,0.85,0.88,0.0,0.0,9189.78,6357.55,1.0
p[7805],0.83,0.01,0.81,0.85,0.0,0.0,9024.23,6895.09,1.0
p[7806],0.9,0.01,0.88,0.93,0.0,0.0,12146.72,6788.23,1.0
p[7807],0.86,0.01,0.85,0.88,0.0,0.0,9192.98,6357.75,1.0
p[7808],0.86,0.01,0.85,0.88,0.0,0.0,9193.1,6357.75,1.0
p[7809],0.88,0.01,0.85,0.9,0.0,0.0,9803.74,6490.18,1.0
p[7810],0.86,0.01,0.85,0.88,0.0,0.0,9194.1,6330.66,1.0
p[7811],0.7,0.02,0.67,0.74,0.0,0.0,9464.03,6904.54,1.0
p[7812],0.83,0.01,0.82,0.85,0.0,0.0,9018.7,6910.77,1.0
p[7813],0.82,0.02,0.79,0.85,0.0,0.0,8964.14,7035.9,1.0
p[7814],0.86,0.01,0.85,0.88,0.0,0.0,9199.8,6389.1,1.0
p[7815],0.87,0.01,0.85,0.88,0.0,0.0,9202.96,6389.98,1.0
p[7816],0.87,0.01,0.85,0.88,0.0,0.0,9202.96,6389.98,1.0
p[7817],0.87,0.01,0.85,0.88,0.0,0.0,9202.96,6389.98,1.0
p[7818],0.84,0.01,0.82,0.85,0.0,0.0,9015.88,6847.33,1.0
p[7819],0.9,0.01,0.88,0.93,0.0,0.0,12134.68,6818.01,1.0
p[7820],0.84,0.01,0.82,0.85,0.0,0.0,9016.0,6801.75,1.0
p[7821],0.87,0.01,0.85,0.88,0.0,0.0,9206.17,6444.05,1.0
p[7822],0.82,0.02,0.79,0.85,0.0,0.0,8963.76,7035.57,1.0
p[7823],0.87,0.01,0.85,0.88,0.0,0.0,9207.19,6445.53,1.0
p[7824],0.85,0.02,0.82,0.88,0.0,0.0,10379.76,6854.2,1.0
p[7825],0.87,0.01,0.85,0.88,0.0,0.0,9210.09,6529.1,1.0
p[7826],0.87,0.01,0.85,0.88,0.0,0.0,9210.78,6529.1,1.0
p[7827],0.9,0.01,0.87,0.92,0.0,0.0,11636.39,6291.71,1.0
p[7828],0.84,0.01,0.82,0.85,0.0,0.0,9012.09,6831.75,1.0
p[7829],0.87,0.01,0.85,0.88,0.0,0.0,9213.72,6528.83,1.0
p[7830],0.84,0.01,0.82,0.85,0.0,0.0,9006.47,6831.89,1.0
p[7831],0.84,0.01,0.82,0.85,0.0,0.0,9007.46,6831.59,1.0
p[7832],0.88,0.01,0.86,0.9,0.0,0.0,9850.25,6462.92,1.0
p[7833],0.94,0.01,0.91,0.96,0.0,0.0,10418.13,6099.78,1.0
p[7834],0.71,0.02,0.68,0.75,0.0,0.0,9470.43,6920.05,1.0
p[7835],0.84,0.01,0.82,0.86,0.0,0.0,8996.75,6878.21,1.0
p[7836],0.87,0.01,0.85,0.88,0.0,0.0,9219.93,6472.28,1.0
p[7837],0.85,0.02,0.82,0.88,0.0,0.0,10383.15,6916.68,1.0
p[7838],0.87,0.01,0.85,0.88,0.0,0.0,9222.26,6472.33,1.0
p[7839],0.84,0.01,0.82,0.86,0.0,0.0,8996.42,6786.1,1.0
p[7840],0.87,0.01,0.85,0.88,0.0,0.0,9223.87,6528.94,1.0
p[7841],0.84,0.01,0.82,0.86,0.0,0.0,8990.07,6832.25,1.0
p[7842],0.87,0.01,0.86,0.88,0.0,0.0,9221.84,6528.51,1.0
p[7843],0.94,0.01,0.91,0.96,0.0,0.0,10466.75,6250.6,1.0
p[7844],0.84,0.01,0.82,0.86,0.0,0.0,8984.93,6818.1,1.0
p[7845],0.87,0.01,0.86,0.88,0.0,0.0,9228.15,6445.31,1.0
p[7846],0.84,0.01,0.82,0.86,0.0,0.0,8981.62,6848.14,1.0
p[7847],0.87,0.01,0.86,0.88,0.0,0.0,9229.99,6445.31,1.0
p[7848],0.87,0.01,0.86,0.88,0.0,0.0,9230.89,6445.31,1.0
p[7849],0.87,0.01,0.86,0.88,0.0,0.0,9231.31,6389.06,1.0
p[7850],0.91,0.01,0.88,0.93,0.0,0.0,12099.4,7026.11,1.0
p[7851],0.84,0.01,0.82,0.86,0.0,0.0,8978.33,6910.65,1.0
p[7852],0.87,0.01,0.86,0.88,0.0,0.0,9235.88,6415.39,1.0
p[7853],0.93,0.01,0.91,0.94,0.0,0.0,8864.09,6738.08,1.0
p[7854],0.91,0.01,0.89,0.92,0.0,0.0,9444.28,6015.69,1.0
p[7855],0.84,0.01,0.83,0.86,0.0,0.0,8979.0,6832.77,1.0
p[7856],0.87,0.01,0.86,0.88,0.0,0.0,9237.61,6442.58,1.0
p[7857],0.87,0.01,0.86,0.88,0.0,0.0,9238.78,6470.84,1.0
p[7858],0.83,0.02,0.8,0.86,0.0,0.0,8977.01,7078.67,1.0
p[7859],0.93,0.01,0.92,0.94,0.0,0.0,8863.78,6709.56,1.0
p[7860],0.84,0.01,0.83,0.86,0.0,0.0,8977.3,6846.73,1.0
p[7861],0.85,0.02,0.82,0.88,0.0,0.0,10386.26,7038.08,1.0
p[7862],0.87,0.01,0.86,0.89,0.0,0.0,9245.36,6445.37,1.0
p[7863],0.84,0.01,0.83,0.86,0.0,0.0,8980.56,6816.08,1.0
p[7864],0.93,0.01,0.92,0.94,0.0,0.0,8863.15,6768.59,1.0
p[7865],0.88,0.01,0.86,0.91,0.0,0.0,9908.58,6395.45,1.0
p[7866],0.87,0.01,0.86,0.89,0.0,0.0,9248.49,6500.86,1.0
p[7867],0.87,0.01,0.86,0.89,0.0,0.0,9248.62,6419.1,1.0
p[7868],0.85,0.01,0.83,0.86,0.0,0.0,8982.05,6801.33,1.0
p[7869],0.72,0.02,0.69,0.76,0.0,0.0,9488.08,6888.82,1.0
p[7870],0.87,0.01,0.86,0.89,0.0,0.0,9257.77,6616.89,1.0
p[7871],0.87,0.01,0.86,0.89,0.0,0.0,9257.77,6616.89,1.0
p[7872],0.91,0.01,0.89,0.93,0.0,0.0,12079.04,6900.2,1.0
p[7873],0.87,0.01,0.86,0.89,0.0,0.0,9259.22,6617.56,1.0
p[7874],0.85,0.01,0.83,0.86,0.0,0.0,8981.55,6781.77,1.0
p[7875],0.87,0.01,0.86,0.89,0.0,0.0,9261.1,6734.84,1.0
p[7876],0.85,0.01,0.83,0.86,0.0,0.0,8974.94,6906.06,1.0
p[7877],0.87,0.01,0.86,0.89,0.0,0.0,9263.89,6734.78,1.0
p[7878],0.83,0.02,0.8,0.86,0.0,0.0,8993.05,7045.3,1.0
p[7879],0.85,0.01,0.83,0.86,0.0,0.0,8977.85,6937.52,1.0
p[7880],0.88,0.01,0.86,0.89,0.0,0.0,9268.07,6503.99,1.0
p[7881],0.88,0.01,0.86,0.89,0.0,0.0,9268.07,6503.99,1.0
p[7882],0.91,0.01,0.89,0.93,0.0,0.0,9462.55,5943.47,1.0
p[7883],0.85,0.01,0.83,0.86,0.0,0.0,8979.53,6937.52,1.0
p[7884],0.88,0.01,0.86,0.89,0.0,0.0,9269.38,6448.48,1.0
p[7885],0.88,0.01,0.86,0.89,0.0,0.0,9271.48,6448.48,1.0
p[7886],0.86,0.02,0.83,0.89,0.0,0.0,10384.93,6941.46,1.0
p[7887],0.85,0.01,0.83,0.87,0.0,0.0,8970.09,7099.49,1.0
p[7888],0.94,0.01,0.92,0.96,0.0,0.0,10400.39,6053.43,1.0
p[7889],0.88,0.01,0.86,0.89,0.0,0.0,9279.51,6393.48,1.0
p[7890],0.89,0.01,0.87,0.91,0.0,0.0,9955.99,6477.1,1.0
p[7891],0.88,0.01,0.86,0.89,0.0,0.0,9285.08,6503.19,1.0
p[7892],0.85,0.01,0.83,0.87,0.0,0.0,8979.96,7132.98,1.0
p[7893],0.88,0.01,0.86,0.89,0.0,0.0,9290.84,6475.53,1.0
p[7894],0.88,0.01,0.86,0.89,0.0,0.0,9292.19,6530.85,1.0
p[7895],0.85,0.01,0.83,0.87,0.0,0.0,8991.6,7131.64,1.0
p[7896],0.88,0.01,0.86,0.89,0.0,0.0,9295.99,6464.67,1.0
p[7897],0.85,0.01,0.83,0.87,0.0,0.0,8999.36,7165.12,1.0
p[7898],0.88,0.01,0.87,0.89,0.0,0.0,9298.75,6492.83,1.0
p[7899],0.88,0.01,0.87,0.89,0.0,0.0,9298.75,6492.83,1.0
p[7900],0.85,0.01,0.84,0.87,0.0,0.0,9005.03,7165.12,1.0
p[7901],0.88,0.01,0.87,0.89,0.0,0.0,9301.68,6492.83,1.0
p[7902],0.88,0.01,0.87,0.89,0.0,0.0,9303.68,6549.39,1.0
p[7903],0.73,0.02,0.7,0.77,0.0,0.0,9516.18,6702.94,1.0
p[7904],0.85,0.01,0.84,0.87,0.0,0.0,9012.55,7165.12,1.0
p[7905],0.85,0.01,0.84,0.87,0.0,0.0,9015.5,7130.82,1.0
p[7906],0.88,0.01,0.87,0.89,0.0,0.0,9315.39,6635.19,1.0
p[7907],0.86,0.02,0.83,0.89,0.0,0.0,10388.28,7271.3,1.0
p[7908],0.92,0.01,0.89,0.94,0.0,0.0,12029.42,6540.59,1.0
p[7909],0.93,0.01,0.92,0.95,0.0,0.0,8889.52,6827.24,1.0
p[7910],0.91,0.01,0.9,0.93,0.0,0.0,9484.28,6012.05,1.0
p[7911],0.88,0.01,0.87,0.89,0.0,0.0,9323.41,6578.78,1.0
p[7912],0.88,0.01,0.87,0.89,0.0,0.0,9324.34,6579.05,1.0
p[7913],0.85,0.01,0.84,0.87,0.0,0.0,9020.08,7198.8,1.0
p[7914],0.84,0.02,0.81,0.87,0.0,0.0,9013.44,6943.84,1.0
p[7915],0.93,0.01,0.92,0.95,0.0,0.0,8889.76,6827.24,1.0
p[7916],0.85,0.01,0.84,0.87,0.0,0.0,9023.51,7233.0,1.0
p[7917],0.88,0.01,0.87,0.89,0.0,0.0,9329.71,6579.94,1.0
p[7918],0.89,0.01,0.87,0.92,0.0,0.0,9873.8,6677.46,1.0
p[7919],0.88,0.01,0.87,0.89,0.0,0.0,9335.49,6663.5,1.0
p[7920],0.88,0.01,0.87,0.89,0.0,0.0,9336.55,6590.74,1.0
p[7921],0.86,0.01,0.84,0.87,0.0,0.0,9034.55,7232.62,1.0
p[7922],0.88,0.01,0.87,0.89,0.0,0.0,9337.34,6590.74,1.0
p[7923],0.86,0.01,0.84,0.87,0.0,0.0,9035.13,7198.38,1.0
p[7924],0.88,0.01,0.87,0.89,0.0,0.0,9340.34,6591.74,1.0
p[7925],0.88,0.01,0.87,0.89,0.0,0.0,9341.34,6535.89,1.0
p[7926],0.88,0.01,0.87,0.9,0.0,0.0,9342.91,6479.38,1.0
p[7927],0.86,0.01,0.84,0.87,0.0,0.0,9037.65,7198.69,1.0
p[7928],0.88,0.01,0.87,0.9,0.0,0.0,9346.05,6507.05,1.0
p[7929],0.88,0.01,0.87,0.9,0.0,0.0,9346.74,6507.05,1.0
p[7930],0.86,0.01,0.84,0.87,0.0,0.0,9041.96,7198.54,1.0
p[7931],0.88,0.01,0.87,0.9,0.0,0.0,9354.27,6443.37,1.0
p[7932],0.86,0.01,0.84,0.87,0.0,0.0,9050.93,7199.01,1.0
p[7933],0.92,0.01,0.9,0.94,0.0,0.0,12001.78,6659.13,1.0
p[7934],0.88,0.01,0.87,0.9,0.0,0.0,9356.51,6500.46,1.0
p[7935],0.95,0.01,0.92,0.97,0.0,0.0,10379.07,6295.84,1.0
p[7936],0.86,0.01,0.84,0.87,0.0,0.0,9054.24,7130.92,1.0
p[7937],0.74,0.02,0.7,0.77,0.0,0.0,9542.72,6997.28,1.0
p[7938],0.87,0.01,0.84,0.89,0.0,0.0,10395.87,7367.9,1.0
p[7939],0.88,0.01,0.87,0.9,0.0,0.0,9365.31,6599.21,1.0
p[7940],0.86,0.01,0.84,0.87,0.0,0.0,9059.59,7131.76,1.0
p[7941],0.88,0.01,0.87,0.9,0.0,0.0,9373.17,6570.76,1.0
p[7942],0.88,0.01,0.87,0.9,0.0,0.0,9373.79,6570.76,1.0
p[7943],0.86,0.01,0.84,0.88,0.0,0.0,9066.12,7165.58,1.0
p[7944],0.89,0.01,0.87,0.9,0.0,0.0,9380.72,6492.76,1.0
p[7945],0.86,0.01,0.84,0.88,0.0,0.0,9073.63,7200.36,1.0
p[7946],0.86,0.01,0.84,0.88,0.0,0.0,9074.96,7200.36,1.0
p[7947],0.89,0.01,0.87,0.9,0.0,0.0,9388.46,6411.55,1.0
p[7948],0.94,0.01,0.92,0.95,0.0,0.0,8914.06,6560.39,1.0
p[7949],0.89,0.01,0.87,0.9,0.0,0.0,9391.04,6358.12,1.0
p[7950],0.86,0.01,0.84,0.88,0.0,0.0,9082.36,7199.82,1.0
p[7951],0.89,0.01,0.87,0.9,0.0,0.0,9392.41,6385.95,1.0
p[7952],0.86,0.01,0.84,0.88,0.0,0.0,9087.14,7233.95,1.0
p[7953],0.75,0.02,0.71,0.78,0.0,0.0,9562.48,7079.29,1.0
p[7954],0.89,0.01,0.87,0.9,0.0,0.0,9401.06,6252.92,1.0
p[7955],0.89,0.01,0.87,0.9,0.0,0.0,9404.72,6252.67,1.0
p[7956],0.86,0.01,0.85,0.88,0.0,0.0,9093.44,7338.65,1.0
p[7957],0.92,0.01,0.9,0.94,0.0,0.0,9519.63,6365.01,1.0
p[7958],0.89,0.01,0.88,0.9,0.0,0.0,9417.0,6226.57,1.0
p[7959],0.89,0.01,0.88,0.9,0.0,0.0,9417.74,6226.57,1.0
p[7960],0.92,0.01,0.9,0.94,0.0,0.0,9521.33,6418.94,1.0
p[7961],0.92,0.01,0.9,0.94,0.0,0.0,9521.33,6418.94,1.0
p[7962],0.86,0.01,0.85,0.88,0.0,0.0,9098.35,7303.16,1.0
p[7963],0.92,0.01,0.9,0.94,0.0,0.0,11952.98,6625.76,1.0
p[7964],0.94,0.01,0.93,0.95,0.0,0.0,8923.78,6560.03,1.0
p[7965],0.89,0.01,0.88,0.9,0.0,0.0,9422.64,6202.61,1.0
p[7966],0.89,0.01,0.88,0.9,0.0,0.0,9423.08,6260.66,1.0
p[7967],0.75,0.02,0.71,0.78,0.0,0.0,9577.51,7153.71,1.0
p[7968],0.89,0.01,0.88,0.9,0.0,0.0,9429.74,6284.69,1.0
p[7969],0.94,0.01,0.93,0.95,0.0,0.0,8931.89,6588.54,1.0
p[7970],0.89,0.01,0.88,0.9,0.0,0.0,9432.51,6284.69,1.0
p[7971],0.86,0.01,0.85,0.88,0.0,0.0,9111.67,7295.02,1.0
p[7972],0.94,0.01,0.93,0.95,0.0,0.0,8933.52,6588.42,1.0
p[7973],0.89,0.01,0.88,0.9,0.0,0.0,9438.57,6390.78,1.0
p[7974],0.86,0.01,0.85,0.88,0.0,0.0,9116.46,7329.64,1.0
p[7975],0.89,0.01,0.88,0.9,0.0,0.0,9441.18,6390.78,1.0
p[7976],0.89,0.01,0.88,0.9,0.0,0.0,9443.91,6390.78,1.0
p[7977],0.89,0.01,0.88,0.9,0.0,0.0,9448.02,6389.52,1.0
p[7978],0.89,0.01,0.88,0.9,0.0,0.0,9450.52,6389.52,1.0
p[7979],0.89,0.01,0.88,0.9,0.0,0.0,9455.27,6390.83,1.0
p[7980],0.89,0.01,0.88,0.9,0.0,0.0,9456.18,6386.28,1.0
p[7981],0.89,0.01,0.88,0.9,0.0,0.0,9461.04,6384.75,1.0
p[7982],0.87,0.01,0.85,0.88,0.0,0.0,9142.1,7269.04,1.0
p[7983],0.87,0.01,0.85,0.9,0.0,0.0,10397.51,7363.56,1.0
p[7984],0.87,0.01,0.85,0.88,0.0,0.0,9146.39,7436.4,1.0
p[7985],0.92,0.01,0.91,0.94,0.0,0.0,9539.15,6501.71,1.0
p[7986],0.89,0.01,0.88,0.9,0.0,0.0,9477.96,6496.74,1.0
p[7987],0.92,0.01,0.9,0.94,0.0,0.0,11479.01,6502.63,1.0
p[7988],0.89,0.01,0.88,0.91,0.0,0.0,9482.52,6496.6,1.0
p[7989],0.92,0.01,0.9,0.94,0.0,0.0,11906.35,6772.63,1.0
p[7990],0.89,0.01,0.88,0.91,0.0,0.0,9488.04,6496.6,1.0
p[7991],0.89,0.01,0.88,0.91,0.0,0.0,9491.49,6582.13,1.0
p[7992],0.87,0.01,0.85,0.89,0.0,0.0,9164.7,7324.24,1.0
p[7993],0.87,0.01,0.85,0.89,0.0,0.0,9165.9,7324.24,1.0
p[7994],0.89,0.01,0.88,0.91,0.0,0.0,9503.3,6552.15,1.0
p[7995],0.89,0.01,0.88,0.91,0.0,0.0,9507.45,6551.99,1.0
p[7996],0.89,0.01,0.88,0.91,0.0,0.0,9507.45,6551.99,1.0
p[7997],0.94,0.01,0.93,0.95,0.0,0.0,9010.33,6547.83,1.0
p[7998],0.92,0.01,0.9,0.94,0.0,0.0,11470.02,6461.69,1.0
p[7999],0.89,0.01,0.88,0.91,0.0,0.0,9516.3,6440.86,1.0
p[8000],0.9,0.01,0.88,0.92,0.0,0.0,9865.91,6548.71,1.0
p[8001],0.87,0.01,0.86,0.89,0.0,0.0,9187.86,7278.54,1.0
p[8002],0.94,0.01,0.93,0.95,0.0,0.0,9012.37,6531.62,1.0
p[8003],0.94,0.01,0.93,0.95,0.0,0.0,9012.76,6531.54,1.0
p[8004],0.94,0.01,0.93,0.95,0.0,0.0,9012.76,6531.54,1.0
p[8005],0.87,0.01,0.86,0.89,0.0,0.0,9192.05,7438.24,1.0
p[8006],0.9,0.01,0.88,0.91,0.0,0.0,9537.01,6514.88,1.0
p[8007],0.9,0.01,0.88,0.91,0.0,0.0,9538.13,6514.88,1.0
p[8008],0.87,0.01,0.86,0.89,0.0,0.0,9204.16,7403.02,1.0
p[8009],0.93,0.01,0.91,0.95,0.0,0.0,11870.73,6806.36,1.0
p[8010],0.94,0.01,0.93,0.95,0.0,0.0,9016.49,6576.5,1.0
p[8011],0.9,0.01,0.88,0.91,0.0,0.0,9547.44,6350.09,1.0
p[8012],0.92,0.01,0.9,0.94,0.0,0.0,11453.52,6602.0,1.0
p[8013],0.9,0.01,0.88,0.91,0.0,0.0,9550.26,6322.47,1.0
p[8014],0.9,0.01,0.88,0.91,0.0,0.0,9553.64,6322.47,1.0
p[8015],0.87,0.01,0.86,0.89,0.0,0.0,9210.14,7416.23,1.0
p[8016],0.9,0.01,0.89,0.91,0.0,0.0,9565.61,6349.97,1.0
p[8017],0.88,0.01,0.86,0.89,0.0,0.0,9225.05,7488.54,1.0
p[8018],0.9,0.01,0.89,0.91,0.0,0.0,9571.71,6326.11,1.0
p[8019],0.92,0.01,0.9,0.94,0.0,0.0,11440.18,6688.8,1.0
p[8020],0.88,0.01,0.86,0.89,0.0,0.0,9230.91,7518.62,1.0
p[8021],0.95,0.01,0.93,0.97,0.0,0.0,10317.64,5999.99,1.0
p[8022],0.94,0.01,0.93,0.95,0.0,0.0,9027.46,6690.84,1.0
p[8023],0.9,0.01,0.89,0.91,0.0,0.0,9587.18,6325.72,1.0
p[8024],0.9,0.01,0.89,0.91,0.0,0.0,9589.0,6325.61,1.0
p[8025],0.88,0.01,0.86,0.89,0.0,0.0,9243.86,7450.55,1.0
p[8026],0.88,0.01,0.86,0.89,0.0,0.0,9248.66,7487.1,1.0
p[8027],0.94,0.01,0.93,0.96,0.0,0.0,9030.53,6722.29,1.0
p[8028],0.88,0.01,0.86,0.89,0.0,0.0,9255.78,7524.39,1.0
p[8029],0.9,0.01,0.89,0.91,0.0,0.0,9623.32,6148.44,1.0
p[8030],0.93,0.01,0.91,0.94,0.0,0.0,11417.4,6646.16,1.0
p[8031],0.95,0.01,0.93,0.96,0.0,0.0,9038.69,6735.84,1.0
p[8032],0.93,0.01,0.91,0.94,0.0,0.0,11415.13,6645.79,1.0
p[8033],0.9,0.01,0.89,0.91,0.0,0.0,9634.2,6147.36,1.0
p[8034],0.88,0.01,0.86,0.9,0.0,0.0,9270.51,7556.4,1.0
p[8035],0.88,0.01,0.86,0.9,0.0,0.0,9273.99,7555.86,1.0
p[8036],0.93,0.01,0.92,0.95,0.0,0.0,9609.45,6557.28,1.0
p[8037],0.75,0.01,0.73,0.78,0.0,0.0,9819.31,7319.88,1.0
p[8038],0.75,0.01,0.73,0.78,0.0,0.0,9818.49,7284.43,1.0
p[8039],0.75,0.01,0.73,0.78,0.0,0.0,9817.07,7284.43,1.0
p[8040],0.71,0.02,0.68,0.74,0.0,0.0,9741.61,6862.14,1.0
p[8041],0.81,0.02,0.78,0.85,0.0,0.0,9097.53,6612.79,1.0
p[8042],0.71,0.02,0.68,0.74,0.0,0.0,9729.98,6804.82,1.0
p[8043],0.76,0.01,0.73,0.78,0.0,0.0,9790.51,7354.64,1.0
p[8044],0.76,0.01,0.73,0.78,0.0,0.0,9787.43,7354.49,1.0
p[8045],0.71,0.02,0.68,0.74,0.0,0.0,9705.88,6761.2,1.0
p[8046],0.71,0.02,0.68,0.74,0.0,0.0,9700.74,6792.42,1.0
p[8047],0.86,0.01,0.83,0.88,0.0,0.0,9366.36,7535.44,1.0
p[8048],0.86,0.01,0.83,0.88,0.0,0.0,9365.95,7535.44,1.0
p[8049],0.76,0.01,0.73,0.79,0.0,0.0,9766.58,7353.25,1.0
p[8050],0.72,0.02,0.68,0.75,0.0,0.0,9665.87,6883.79,1.0
p[8051],0.86,0.01,0.83,0.88,0.0,0.0,9357.87,7535.58,1.0
p[8052],0.72,0.02,0.69,0.75,0.0,0.0,9605.28,6795.18,1.0
p[8053],0.72,0.02,0.69,0.75,0.0,0.0,9586.45,6811.93,1.0
p[8054],0.83,0.02,0.8,0.86,0.0,0.0,9045.16,6831.78,1.0
p[8055],0.73,0.02,0.7,0.76,0.0,0.0,9543.89,6828.63,1.0
p[8056],0.73,0.01,0.7,0.76,0.0,0.0,9515.35,6799.24,1.0
p[8057],0.74,0.01,0.71,0.76,0.0,0.0,9468.64,6829.59,1.0
p[8058],0.84,0.02,0.8,0.88,0.0,0.0,12044.16,7186.9,1.0
p[8059],0.74,0.01,0.72,0.77,0.0,0.0,9376.41,6523.31,1.0
p[8060],0.79,0.01,0.77,0.81,0.0,0.0,9532.1,7203.06,1.0
p[8061],0.75,0.01,0.72,0.77,0.0,0.0,9348.5,6550.66,1.0
p[8062],0.79,0.01,0.77,0.81,0.0,0.0,9517.44,7129.24,1.0
p[8063],0.79,0.01,0.77,0.81,0.0,0.0,9511.39,7128.77,1.0
p[8064],0.85,0.02,0.81,0.88,0.0,0.0,12031.86,7220.44,1.0
p[8065],0.79,0.01,0.77,0.81,0.0,0.0,9510.45,7128.77,1.0
p[8066],0.75,0.01,0.72,0.77,0.0,0.0,9309.77,6522.85,1.0
p[8067],0.79,0.01,0.77,0.81,0.0,0.0,9502.34,7128.77,1.0
p[8068],0.75,0.01,0.72,0.78,0.0,0.0,9300.81,6495.3,1.0
p[8069],0.79,0.01,0.77,0.81,0.0,0.0,9497.0,7062.53,1.0
p[8070],0.79,0.01,0.77,0.81,0.0,0.0,9494.89,7062.53,1.0
p[8071],0.79,0.01,0.77,0.81,0.0,0.0,9474.91,6965.44,1.0
p[8072],0.75,0.01,0.73,0.78,0.0,0.0,9267.34,6483.83,1.0
p[8073],0.79,0.01,0.78,0.82,0.0,0.0,9471.0,6998.34,1.0
p[8074],0.81,0.02,0.78,0.85,0.0,0.0,10426.5,6278.02,1.0
p[8075],0.8,0.01,0.78,0.82,0.0,0.0,9467.67,6998.34,1.0
p[8076],0.59,0.02,0.55,0.64,0.0,0.0,9427.79,7060.36,1.0
p[8077],0.76,0.01,0.73,0.78,0.0,0.0,9254.21,6455.65,1.0
p[8078],0.8,0.01,0.78,0.82,0.0,0.0,9465.17,6998.34,1.0
p[8079],0.8,0.01,0.78,0.82,0.0,0.0,9462.1,6965.89,1.0
p[8080],0.85,0.02,0.82,0.89,0.0,0.0,12034.36,7136.67,1.0
p[8081],0.76,0.01,0.73,0.78,0.0,0.0,9234.03,6440.06,1.0
p[8082],0.8,0.01,0.78,0.82,0.0,0.0,9451.45,6965.74,1.0
p[8083],0.8,0.01,0.78,0.82,0.0,0.0,9450.05,6933.13,1.0
p[8084],0.8,0.01,0.78,0.82,0.0,0.0,9450.05,6933.13,1.0
p[8085],0.76,0.01,0.73,0.78,0.0,0.0,9221.67,6541.48,1.0
p[8086],0.8,0.01,0.78,0.82,0.0,0.0,9443.06,6901.12,1.0
p[8087],0.8,0.01,0.78,0.82,0.0,0.0,9441.7,6901.12,1.0
p[8088],0.76,0.01,0.73,0.78,0.0,0.0,9216.0,6528.47,1.0
p[8089],0.9,0.02,0.87,0.94,0.0,0.0,10748.1,6345.14,1.0
p[8090],0.76,0.01,0.73,0.78,0.0,0.0,9204.99,6542.63,1.0
p[8091],0.8,0.01,0.78,0.82,0.0,0.0,9428.05,6871.29,1.0
p[8092],0.76,0.01,0.73,0.78,0.0,0.0,9194.75,6542.69,1.0
p[8093],0.82,0.02,0.78,0.85,0.0,0.0,10434.89,6330.79,1.0
p[8094],0.8,0.01,0.78,0.82,0.0,0.0,9411.86,6809.49,1.0
p[8095],0.76,0.01,0.74,0.78,0.0,0.0,9176.45,6553.41,1.0
p[8096],0.8,0.01,0.78,0.82,0.0,0.0,9401.84,6749.04,1.0
p[8097],0.6,0.02,0.56,0.65,0.0,0.0,9397.31,6947.31,1.0
p[8098],0.76,0.01,0.74,0.79,0.0,0.0,9169.99,6610.43,1.0
p[8099],0.8,0.01,0.78,0.82,0.0,0.0,9398.3,6719.0,1.0
p[8100],0.76,0.01,0.74,0.79,0.0,0.0,9164.67,6652.2,1.0
p[8101],0.85,0.01,0.83,0.88,0.0,0.0,8970.2,6506.63,1.0
p[8102],0.8,0.01,0.78,0.82,0.0,0.0,9389.35,6631.16,1.0
p[8103],0.76,0.01,0.74,0.79,0.0,0.0,9154.09,6565.4,1.0
p[8104],0.8,0.01,0.78,0.82,0.0,0.0,9388.24,6631.56,1.0
p[8105],0.8,0.01,0.78,0.82,0.0,0.0,9386.4,6631.56,1.0
p[8106],0.8,0.01,0.78,0.82,0.0,0.0,9385.46,6631.56,1.0
p[8107],0.77,0.01,0.74,0.79,0.0,0.0,9142.48,6481.81,1.0
p[8108],0.77,0.01,0.74,0.79,0.0,0.0,9137.2,6481.81,1.0
p[8109],0.81,0.01,0.79,0.82,0.0,0.0,9370.47,6689.79,1.0
p[8110],0.86,0.02,0.83,0.89,0.0,0.0,11995.97,7214.08,1.0
p[8111],0.77,0.01,0.74,0.79,0.0,0.0,9126.55,6500.81,1.0
p[8112],0.77,0.01,0.74,0.79,0.0,0.0,9120.63,6594.41,1.0
p[8113],0.61,0.02,0.57,0.65,0.0,0.0,9378.14,7110.07,1.0
p[8114],0.82,0.02,0.79,0.86,0.0,0.0,10393.05,6304.24,1.0
p[8115],0.86,0.01,0.83,0.88,0.0,0.0,8958.26,6237.42,1.0
p[8116],0.77,0.01,0.75,0.79,0.0,0.0,9101.83,6652.82,1.0
p[8117],0.81,0.01,0.79,0.83,0.0,0.0,9348.61,6903.64,1.0
p[8118],0.81,0.01,0.79,0.83,0.0,0.0,9343.66,6896.62,1.0
p[8119],0.81,0.01,0.79,0.83,0.0,0.0,9343.66,6896.62,1.0
p[8120],0.81,0.01,0.79,0.83,0.0,0.0,9343.66,6896.62,1.0
p[8121],0.77,0.01,0.75,0.79,0.0,0.0,9091.72,6712.56,1.0
p[8122],0.86,0.02,0.83,0.89,0.0,0.0,11982.67,7254.64,1.0
p[8123],0.77,0.01,0.75,0.79,0.0,0.0,9086.75,6712.28,1.0
p[8124],0.81,0.01,0.79,0.83,0.0,0.0,9333.84,6874.06,1.0
p[8125],0.81,0.01,0.79,0.83,0.0,0.0,9331.57,6873.53,1.0
p[8126],0.81,0.01,0.79,0.83,0.0,0.0,9329.81,6873.53,1.0
p[8127],0.86,0.01,0.83,0.89,0.0,0.0,8956.0,6162.25,1.0
